CELLNAME	DRUG	AUC
HCT116	169780	0.9566
HCT116	169780	0.9690000000000001
HCT116	169780	0.9674
HCT116	169780	0.9651
HCT116	169780	0.995
HCT116	169780	0.9703
HCT116	169780	0.9643
HCT116	169780	0.9427
HCT116	169780	0.9763
HCT116	170984	0.8407
HCT116	170984	0.8515
HCT116	170984	0.8446
HCT116	170984	0.8859
HCT116	17474	0.8644
HCT116	17474	0.8539
HCT116	177023	1.0
HCT116	180973	0.8771
HCT116	180973	0.8805
HCT116	180973	0.9106
HCT116	180973	0.904
HCT116	180973	0.8642
HCT116	180973	0.8526
HCT116	180973	0.8455
HCT116	180973	0.7679
HCT116	180973	0.8513
HCT116	180973	0.8514
HCT116	180973	0.8597
HCT116	180973	0.8393
HCT116	180973	0.8607
HCT116	180973	0.7429
HCT116	180973	0.8322
HCT116	180973	0.8251
HCT116	180973	0.7709999999999999
HCT116	180973	0.8282
HCT116	180973	0.7905
HCT116	180973	0.8185
HCT116	180973	0.8348
HCT116	180973	0.8155
HCT116	180973	0.9158
HCT116	180973	0.8343
HCT116	180973	0.8414
HCT116	180973	0.9921
HCT116	180973	0.9343
HCT116	184849	0.8109999999999999
HCT116	184849	0.768
HCT116	18509	0.9927
HCT116	19987	1.0
HCT116	20256	0.9214
HCT116	208734	0.4891
HCT116	208734	0.5427
HCT116	208734	0.5031
HCT116	208734	0.2634
HCT116	208734	0.534
HCT116	208734	0.4782
HCT116	208734	0.4618
HCT116	208734	0.521
HCT116	208734	0.3363
HCT116	208734	0.4545
HCT116	208734	0.7219
HCT116	208734	0.4295
HCT116	208734	0.7126
HCT116	208734	0.4432
HCT116	208734	0.3617
HCT116	208734	0.3873
HCT116	208734	0.4254
HCT116	208734	0.3623
HCT116	208734	0.4325
HCT116	208734	0.5448
HCT116	208734	0.4696
HCT116	208734	0.3181
HCT116	208734	0.3131
HCT116	218321	0.9951
HCT116	218321	1.0
HCT116	218321	0.996
HCT116	218321	0.9971
HCT116	218321	1.0
HCT116	218321	1.0
HCT116	218321	0.9906
HCT116	218321	0.9835
HCT116	218321	1.0
HCT116	218321	0.9969
HCT116	218321	1.0
HCT116	218321	0.9921
HCT116	218321	0.996
HCT116	218321	1.0
HCT116	218321	0.997
HCT116	218321	1.0
HCT116	218321	0.9947
HCT116	218321	0.9979
HCT116	218321	1.0
HCT116	218321	0.9851
HCT116	218321	1.0
HCT116	218321	0.9983
HCT116	218321	0.9976
HCT116	218321	0.981
HCT116	218321	1.0
HCT116	218321	1.0
HCT116	218321	0.9790000000000001
HCT116	218321	1.0
HCT116	218321	1.0
HCT116	218321	1.0
HCT116	218321	0.9969
HCT116	218321	1.0
HCT116	218321	1.0
HCT116	218321	0.9990000000000001
HCT116	218321	0.9823
HCT116	218321	0.9845
HCT116	218321	0.9809
HCT116	218321	0.8677
HCT116	218321	1.0
HCT116	218321	0.9887
HCT116	218321	0.9746
HCT116	218321	1.0
HCT116	218321	0.9978
HCT116	218321	1.0
HCT116	218321	0.9833
HCT116	218321	1.0
HCT116	218321	1.0
HCT116	226080	0.8556
HCT116	226080	0.8384
HCT116	226080	0.8025
HCT116	226080	0.7984
HCT116	226080	0.8492
HCT116	226080	0.8223
HCT116	226080	0.8369
HCT116	226080	0.802
HCT116	226080	0.8396
HCT116	226080	0.9018
HCT116	226080	0.8574
HCT116	226080	0.7378
HCT116	226080	0.8776
HCT116	226080	0.8743
HCT116	226080	0.8699
HCT116	226080	0.9995
HCT116	226080	0.9082
HCT116	226080	0.9961
HCT116	226080	0.8795
HCT116	226080	0.8715
HCT116	226080	0.8833
HCT116	226080	0.7989
HCT116	227189	0.9968
HCT116	23162	0.9658
HCT116	23162	0.9084
HCT116	23759	0.9065
HCT116	23759	1.0
HCT116	23759	1.0
HCT116	23759	0.9981
HCT116	23759	0.9990000000000001
HCT116	23759	0.8985
HCT116	23759	0.9954
HCT116	23759	0.9803
HCT116	23759	1.0
HCT116	23759	1.0
HCT116	23759	0.9924
HCT116	23759	1.0
HCT116	23759	1.0
HCT116	23759	1.0
HCT116	23759	1.0
HCT116	23759	0.9855
HCT116	23759	0.9761
HCT116	23759	1.0
HCT116	23759	0.9954
HCT116	23759	1.0
HCT116	23759	1.0
HCT116	23759	1.0
HCT116	23759	0.9990000000000001
HCT116	23759	1.0
HCT116	23759	1.0
HCT116	23759	0.9998
HCT116	23759	1.0
HCT116	23759	1.0
HCT116	23759	0.9871
HCT116	23759	1.0
HCT116	23759	0.9991
HCT116	23759	1.0
HCT116	23759	0.9964
HCT116	23759	0.9905
HCT116	23759	0.9977
HCT116	23759	1.0
HCT116	23759	1.0
HCT116	23759	0.9977
HCT116	23759	0.9908
HCT116	23759	1.0
HCT116	23759	1.0
HCT116	23759	1.0
HCT116	23759	0.9957
HCT116	23759	0.9976
HCT116	23759	1.0
HCT116	23759	1.0
HCT116	23759	0.9359
HCT116	23759	0.9974
HCT116	241240	0.9919
HCT116	241240	0.9999
HCT116	241240	0.8979
HCT116	241240	0.9999
HCT116	241240	0.9998
HCT116	241240	0.9763
HCT116	241240	0.9764
HCT116	241240	0.9996
HCT116	241240	0.9871
HCT116	241240	0.9796
HCT116	241240	0.9939
HCT116	241240	0.9691
HCT116	241240	0.9998
HCT116	241240	0.9848
HCT116	241240	0.9835
HCT116	241240	0.9673
HCT116	241240	0.9913
HCT116	241240	0.9998
HCT116	241240	0.9998
HCT116	241240	0.9999
HCT116	241240	0.9994
HCT116	241240	0.9884
HCT116	241240	0.9623
HCT116	241240	0.9999
HCT116	241240	0.9998
HCT116	241240	0.9886
HCT116	241240	0.9809
HCT116	241240	0.9906
HCT116	241240	0.9911
HCT116	241240	0.996
HCT116	241240	0.9892
HCT116	241240	0.9711
HCT116	241240	0.9815
HCT116	241240	0.9986
HCT116	241240	0.9885
HCT116	241240	0.9858
HCT116	241240	0.8259
HCT116	241240	0.9998
HCT116	241240	0.9849
HCT116	241240	0.9885
HCT116	241240	0.9837
HCT116	241240	0.9808
HCT116	241240	0.9822
HCT116	241240	0.9998
HCT116	241240	0.9718
HCT116	241240	0.9582
HCT116	241240	0.97
HCT116	241240	0.9851
HCT116	241240	0.9738
HCT116	241240	0.9797
HCT116	241240	0.9891
HCT116	241240	0.888
HCT116	241240	0.9998
HCT116	243115	0.8674
HCT116	243115	0.8545
HCT116	24559	0.544
HCT116	24559	0.5438
HCT116	24559	0.5719
HCT116	24559	0.7205
HCT116	24559	0.5519
HCT116	24559	0.5429
HCT116	24559	0.6149
HCT116	24559	0.5548
HCT116	24559	0.5573
HCT116	24559	0.5377
HCT116	24559	0.4996
HCT116	24559	0.9149
HCT116	24559	0.5033
HCT116	24559	0.2142
HCT116	24559	0.5155
HCT116	24559	0.379
HCT116	24559	0.6752
HCT116	24559	0.5175
HCT116	24559	0.5469
HCT116	24559	0.5238
HCT116	24559	0.618
HCT116	24559	0.5387
HCT116	24559	0.5596
HCT116	24559	0.5548
HCT116	246131	0.7361
HCT116	246131	0.7309
HCT116	246131	0.7329
HCT116	248616	0.9872
HCT116	249992	0.77
HCT116	249992	0.6405
HCT116	249992	0.7917
HCT116	249992	0.7262
HCT116	249992	0.779
HCT116	249992	0.7656
HCT116	249992	0.7757
HCT116	249992	0.8006
HCT116	249992	0.7632
HCT116	249992	0.7527
HCT116	249992	0.7813
HCT116	249992	0.763
HCT116	249992	0.7674
HCT116	249992	0.7322
HCT116	249992	0.7598
HCT116	249992	0.774
HCT116	249992	0.7549
HCT116	249992	0.7901
HCT116	249992	0.7672
HCT116	249992	0.7659
HCT116	249992	0.7643
HCT116	249992	0.7202
HCT116	249992	0.7619
HCT116	249992	0.7819
HCT116	249992	0.7741
HCT116	249992	0.7828
HCT116	249992	0.7808
HCT116	249992	0.7751
HCT116	249992	0.7685
HCT116	249992	0.7668
HCT116	249992	0.7686
HCT116	249992	0.7719
HCT116	249992	0.7932
HCT116	249992	0.7691
HCT116	249992	0.7687
HCT116	249992	1.0
HCT116	249992	0.7666
HCT116	249992	0.7689
HCT116	249992	0.7566
HCT116	249992	0.7298
HCT116	249992	0.7581
HCT116	249992	0.7633
HCT116	249992	0.7747
HCT116	249992	0.8188
HCT116	249992	0.7647
HCT116	249992	0.7677
HCT116	249992	0.7482
HCT116	249992	0.6892
HCT116	249992	0.8220000000000001
HCT116	249992	0.7832
HCT116	249992	0.7747
HCT116	249992	0.7756
HCT116	249992	0.7761
HCT116	249992	0.8052
HCT116	249992	0.7708
HCT116	249992	0.7615
HCT116	249992	0.7733
HCT116	249992	0.7716
HCT116	249992	0.7688
HCT116	249992	0.778
HCT116	249992	0.7305
HCT116	249992	0.7619
HCT116	249992	0.7793
HCT116	249992	0.8172
HCT116	249992	0.7656
HCT116	249992	0.757
HCT116	249992	0.7675
HCT116	249992	0.7869
HCT116	249992	0.7233
HCT116	249992	0.7656
HCT116	249992	0.7316
HCT116	249992	0.816
HCT116	249992	0.716
HCT116	249992	0.7881
HCT116	249992	0.7609
HCT116	249992	0.7571
HCT116	249992	0.7102
HCT116	249992	0.7696
HCT116	249992	0.7299
HCT116	249992	0.7699
HCT116	249992	0.7836
HCT116	249992	0.7779
HCT116	249992	0.7688
HCT116	249992	0.8099
HCT116	249992	0.7664
HCT116	249992	0.775
HCT116	249992	0.7333
HCT116	249992	0.7617
HCT116	249992	0.7339
HCT116	249992	0.7947
HCT116	249992	0.7659
HCT116	249992	0.7745
HCT116	249992	0.7503
HCT116	249992	0.7791
HCT116	249992	0.7679
HCT116	249992	0.7821
HCT116	249992	0.7522
HCT116	249992	0.7775
HCT116	249992	0.7858
HCT116	249992	0.768
HCT116	249992	0.7783
HCT116	249992	0.8168
HCT116	249992	0.7875
HCT116	249992	0.7728
HCT116	249992	0.7655
HCT116	249992	0.698
HCT116	249992	0.7634
HCT116	249992	0.7712
HCT116	249992	0.7879999999999999
HCT116	249992	0.7831
HCT116	249992	0.7109
HCT116	249992	0.7541
HCT116	249992	0.7809
HCT116	249992	0.8499
HCT116	249992	0.7567
HCT116	249992	0.7817
HCT116	249992	0.7745
HCT116	249992	0.7604
HCT116	249992	0.6995
HCT116	249992	0.7974
HCT116	249992	0.7731
HCT116	25154	0.9802
HCT116	25154	0.9876
HCT116	25154	0.9799
HCT116	25154	0.9795
HCT116	25154	0.9722
HCT116	25154	0.9769
HCT116	25154	0.9691
HCT116	25154	0.9753
HCT116	25154	0.9823
HCT116	25154	0.981
HCT116	25154	0.9812
HCT116	25154	0.9805
HCT116	25154	0.9868
HCT116	25154	0.9771
HCT116	25154	0.9791
HCT116	25154	0.9617
HCT116	25154	0.9919
HCT116	25154	0.9781
HCT116	25154	0.9828
HCT116	25154	0.9782
HCT116	25154	0.9903
HCT116	25154	0.9974
HCT116	25154	0.9791
HCT116	25154	0.9774
HCT116	25154	0.9846
HCT116	25154	0.9796
HCT116	25154	0.9812
HCT116	25154	0.9719
HCT116	25154	0.9854
HCT116	25154	0.9779
HCT116	25154	0.9834
HCT116	25154	0.9852
HCT116	25154	0.99
HCT116	25154	0.9773
HCT116	25154	0.9744
HCT116	25154	0.9727
HCT116	25154	0.9840000000000001
HCT116	25154	0.9801
HCT116	25154	0.9794
HCT116	25154	0.9773
HCT116	25154	0.975
HCT116	25154	0.9844
HCT116	25154	0.9841
HCT116	25154	0.9786
HCT116	25154	0.9749
HCT116	25154	0.9853
HCT116	25154	0.9891
HCT116	25154	0.9787
HCT116	256439	0.5666
HCT116	256439	0.4267
HCT116	256439	0.5519
HCT116	256439	0.6991
HCT116	256439	0.5989
HCT116	256857	0.9952
HCT116	256942	0.7019
HCT116	256942	0.6252
HCT116	257473	0.8728
HCT116	257473	0.8561
HCT116	257473	0.8964
HCT116	25953	0.8927
HCT116	25953	0.8658
HCT116	25953	0.88
HCT116	26271	0.955
HCT116	26271	0.9904
HCT116	26271	1.0
HCT116	26271	0.9956
HCT116	26271	0.9262
HCT116	26271	0.9976
HCT116	26271	0.9978
HCT116	26271	1.0
HCT116	26271	1.0
HCT116	26271	0.997
HCT116	26271	1.0
HCT116	26271	0.993
HCT116	26271	0.9946
HCT116	26271	1.0
HCT116	26271	0.9748
HCT116	26271	0.9827
HCT116	26271	1.0
HCT116	26271	1.0
HCT116	26271	0.9911
HCT116	26271	0.9977
HCT116	26271	0.995
HCT116	26271	1.0
HCT116	26271	1.0
HCT116	26271	0.9923
HCT116	26271	1.0
HCT116	26271	0.9981
HCT116	26271	1.0
HCT116	26271	1.0
HCT116	26271	1.0
HCT116	26271	1.0
HCT116	26271	1.0
HCT116	26271	0.9916
HCT116	26271	0.9966
HCT116	26271	0.9926
HCT116	26271	0.9972
HCT116	26271	1.0
HCT116	26271	0.9990000000000001
HCT116	26271	0.9778
HCT116	26271	1.0
HCT116	26271	0.9959
HCT116	26271	1.0
HCT116	26271	0.9951
HCT116	26271	1.0
HCT116	26271	0.9999
HCT116	26271	0.9606
HCT116	26271	0.9383
HCT116	265489	1.0
HCT116	266046	0.8127
HCT116	266046	0.7937
HCT116	266046	0.8341
HCT116	26980	0.7835
HCT116	26980	0.6921
HCT116	26980	0.8127
HCT116	26980	0.8528
HCT116	26980	0.8146
HCT116	26980	0.7709
HCT116	26980	0.7925
HCT116	26980	0.7626
HCT116	26980	0.7561
HCT116	26980	0.7815
HCT116	26980	0.7471
HCT116	26980	0.774
HCT116	26980	0.8272
HCT116	26980	0.787
HCT116	26980	0.7163
HCT116	26980	0.7634
HCT116	26980	0.8228
HCT116	26980	0.7709
HCT116	26980	0.7442
HCT116	26980	0.7646
HCT116	26980	0.7813
HCT116	26980	0.7762
HCT116	26980	0.7832
HCT116	26980	0.7578
HCT116	26980	0.7782
HCT116	26980	0.7708
HCT116	26980	0.7732
HCT116	26980	0.7653
HCT116	26980	0.8664
HCT116	26980	0.7649
HCT116	26980	0.7727
HCT116	26980	0.7702
HCT116	26980	0.7764
HCT116	26980	0.7802
HCT116	26980	0.7503
HCT116	26980	0.8101
HCT116	26980	0.7440000000000001
HCT116	26980	0.7863
HCT116	26980	0.7562
HCT116	26980	0.765
HCT116	26980	0.7474
HCT116	26980	0.7542
HCT116	26980	0.7426
HCT116	26980	0.7533
HCT116	26980	0.7374
HCT116	26980	0.7545
HCT116	26980	0.7372
HCT116	26980	0.7434
HCT116	26980	0.7402
HCT116	26980	0.7843
HCT116	26980	0.7507
HCT116	26980	0.8219
HCT116	26980	0.7796
HCT116	26980	0.753
HCT116	26980	0.7566
HCT116	26980	0.7814
HCT116	26980	0.7824
HCT116	26980	0.8007
HCT116	26980	0.7365
HCT116	26980	0.8014
HCT116	26980	0.7924
HCT116	26980	0.7759
HCT116	26980	0.7463
HCT116	26980	0.7878
HCT116	26980	0.7512
HCT116	26980	0.77
HCT116	26980	0.7332
HCT116	26980	0.7634
HCT116	26980	0.7437
HCT116	26980	0.7916
HCT116	26980	0.753
HCT116	26980	0.7559
HCT116	26980	0.8056
HCT116	26980	0.7669
HCT116	26980	0.7494
HCT116	26980	0.7557
HCT116	26980	0.7717
HCT116	26980	0.7559999999999999
HCT116	26980	0.7591
HCT116	26980	0.8038
HCT116	26980	0.7649
HCT116	26980	0.7618
HCT116	26980	0.8439
HCT116	26980	0.7391
HCT116	26980	0.7635
HCT116	26980	0.777
HCT116	26980	0.7496
HCT116	26980	0.8019
HCT116	26980	0.7638
HCT116	26980	0.7772
HCT116	26980	0.7668
HCT116	26980	0.7727
HCT116	26980	0.7033
HCT116	26980	0.7569
HCT116	26980	0.8057
HCT116	26980	0.7498
HCT116	26980	0.763
HCT116	26980	0.7767
HCT116	26980	0.7188
HCT116	26980	0.7429
HCT116	26980	0.7398
HCT116	26980	0.7355
HCT116	26980	0.6153
HCT116	26980	0.7755
HCT116	26980	0.5819
HCT116	26980	0.7337
HCT116	26980	0.8213
HCT116	26980	0.7841
HCT116	26980	0.7828
HCT116	26980	0.7482
HCT116	26980	0.7558
HCT116	26980	0.8077
HCT116	26980	0.8419
HCT116	26980	0.792
HCT116	26980	0.7601
HCT116	26980	0.8602
HCT116	26980	0.792
HCT116	26980	0.7608
HCT116	26980	0.7663
HCT116	27640	0.6383
HCT116	27640	0.8224
HCT116	27640	0.7193
HCT116	27640	0.7583
HCT116	27640	0.747
HCT116	27640	0.7165
HCT116	27640	0.68
HCT116	27640	0.7575
HCT116	27640	0.7387
HCT116	27640	0.7282
HCT116	27640	0.6705
HCT116	27640	0.7317
HCT116	27640	0.7474
HCT116	27640	0.6891
HCT116	27640	0.6674
HCT116	27640	0.7341
HCT116	27640	0.6925
HCT116	27640	0.7604
HCT116	27640	0.7165
HCT116	27640	0.723
HCT116	27640	0.6995
HCT116	27640	0.7126
HCT116	27640	0.6943
HCT116	27640	0.7626
HCT116	27640	0.7655
HCT116	27640	0.6952
HCT116	27640	0.69
HCT116	27640	0.7524
HCT116	27640	0.7395
HCT116	27640	0.7076
HCT116	27640	0.7727
HCT116	27640	0.6133
HCT116	27640	0.6903
HCT116	27640	0.7108
HCT116	27640	0.7421
HCT116	27640	0.7215
HCT116	27640	0.7284
HCT116	27640	0.6066
HCT116	27640	0.6714
HCT116	27640	0.6826
HCT116	27640	0.7415
HCT116	27640	0.6965
HCT116	27640	0.6878
HCT116	27640	0.6415
HCT116	27640	0.6712
HCT116	27640	0.7184
HCT116	27640	0.68
HCT116	27640	0.7143
HCT116	27640	0.7398
HCT116	27640	0.7064
HCT116	27640	0.6591
HCT116	27640	0.7829
HCT116	27640	0.7858
HCT116	27640	0.72
HCT116	27640	0.6525
HCT116	27640	0.7076
HCT116	27640	0.7399
HCT116	27640	0.7884
HCT116	27640	0.7071
HCT116	27640	0.6587
HCT116	27640	0.7371
HCT116	27640	0.7457
HCT116	27640	0.7379
HCT116	27640	0.7222
HCT116	27640	0.7562
HCT116	27640	0.6778
HCT116	27640	0.6797
HCT116	27640	0.8254
HCT116	27640	0.8057
HCT116	27640	0.7321
HCT116	27640	0.6687
HCT116	27640	0.7727
HCT116	27640	0.7912
HCT116	27640	0.7009
HCT116	27640	0.6851
HCT116	27640	0.7521
HCT116	27640	0.759
HCT116	27640	0.6994
HCT116	27640	0.6831
HCT116	27640	0.7904
HCT116	27640	0.7733
HCT116	27640	0.7131
HCT116	27640	0.7438
HCT116	27640	0.7278
HCT116	27640	0.5820000000000001
HCT116	27640	0.7809
HCT116	27640	0.742
HCT116	27640	0.7437
HCT116	27640	0.6718
HCT116	27640	0.6763
HCT116	27640	0.7204
HCT116	27640	0.7744
HCT116	27640	0.6857
HCT116	27640	0.7638
HCT116	27640	0.711
HCT116	27640	0.8121
HCT116	27640	0.8325
HCT116	27640	0.7265
HCT116	27640	0.7194
HCT116	27640	0.7442
HCT116	27640	0.7491
HCT116	27640	0.9995
HCT116	27640	0.7121
HCT116	27640	0.7551
HCT116	27640	0.7516
HCT116	27640	0.7357
HCT116	27640	0.7183
HCT116	27640	0.8015
HCT116	27640	0.7369
HCT116	27640	0.7793
HCT116	27640	0.7172
HCT116	27640	0.7212
HCT116	27640	0.7356
HCT116	27640	0.7246
HCT116	27640	0.6779999999999999
HCT116	27640	0.706
HCT116	279836	0.5605
HCT116	279836	0.5934
HCT116	2821	0.9994
HCT116	2833	0.9793
HCT116	287459	0.8247
HCT116	287459	0.7894
HCT116	290193	0.8382
HCT116	290193	0.8829
HCT116	292810	0.8771
HCT116	296961	0.9991
HCT116	296961	0.9996
HCT116	296961	1.0
HCT116	296961	0.9947
HCT116	296961	0.9993
HCT116	296961	0.9583
HCT116	299589	0.9136
HCT116	301739	0.5911
HCT116	301739	0.6429
HCT116	301739	0.5806
HCT116	301739	0.5625
HCT116	301739	0.6702
HCT116	301739	0.6243
HCT116	301739	0.6534
HCT116	301739	0.6199
HCT116	301739	0.6725
HCT116	301739	0.6175
HCT116	301739	0.6257
HCT116	301739	0.6034
HCT116	3053	0.5547
HCT116	3053	0.4111
HCT116	3053	0.5766
HCT116	3053	0.479
HCT116	3053	0.0512
HCT116	3053	0.513
HCT116	3053	0.5985
HCT116	3053	0.4656
HCT116	3053	0.5112
HCT116	3053	0.5123
HCT116	3053	0.5721
HCT116	3053	0.4127
HCT116	3053	0.4697
HCT116	3053	0.4806
HCT116	3053	0.4881
HCT116	3053	0.5634
HCT116	3053	0.56
HCT116	3053	0.3976
HCT116	3053	0.4886
HCT116	3053	0.48100000000000004
HCT116	3053	0.5044
HCT116	3053	0.3731
HCT116	3053	0.4936
HCT116	3053	0.5062
HCT116	3053	0.4728
HCT116	3053	0.5303
HCT116	3053	0.4401
HCT116	3053	0.499
HCT116	3053	0.495
HCT116	3053	0.5123
HCT116	3053	0.4575
HCT116	3053	0.5646
HCT116	3053	0.5678
HCT116	3053	0.4614
HCT116	3053	0.5155
HCT116	3053	0.5354
HCT116	3053	0.475
HCT116	3053	0.3037
HCT116	3053	0.4404
HCT116	3053	0.4922
HCT116	3053	0.5299
HCT116	3053	0.4651
HCT116	3053	0.5353
HCT116	3053	0.3553
HCT116	3053	0.4569
HCT116	3053	0.4465
HCT116	3053	0.5089
HCT116	3053	0.4576
HCT116	3053	0.4248
HCT116	3053	0.3183
HCT116	3053	0.4372
HCT116	3053	0.4443
HCT116	3053	0.5422
HCT116	3053	0.4269
HCT116	3053	0.3683
HCT116	3053	0.4409
HCT116	3053	0.5176
HCT116	3053	0.4581
HCT116	3053	0.4932
HCT116	3053	0.5977
HCT116	3053	0.5617
HCT116	3053	0.4351
HCT116	3053	0.4621
HCT116	3053	0.4443
HCT116	3053	0.5718
HCT116	3053	0.4457
HCT116	3053	0.2482
HCT116	3053	0.3458
HCT116	3053	0.6453
HCT116	3053	0.6598
HCT116	3053	0.6448
HCT116	3053	0.6022
HCT116	3053	0.5319
HCT116	3053	0.5394
HCT116	3053	0.4238
HCT116	3053	0.6993
HCT116	3053	0.6987
HCT116	3053	0.4939
HCT116	3053	0.5333
HCT116	3053	0.5135
HCT116	3053	0.5095
HCT116	3053	0.9748
HCT116	3053	0.5635
HCT116	3053	0.4741
HCT116	3053	0.5112
HCT116	3053	0.47200000000000003
HCT116	3053	0.5332
HCT116	3053	0.5753
HCT116	3053	0.5416
HCT116	3053	0.4214
HCT116	3053	0.598
HCT116	3053	0.4727
HCT116	3053	0.4394
HCT116	3053	0.4142
HCT116	3053	0.5092
HCT116	3053	0.5247
HCT116	3053	0.4876
HCT116	3053	0.5459
HCT116	3053	0.4575
HCT116	3053	0.5591
HCT116	3053	0.6559
HCT116	3053	0.4215
HCT116	3053	0.544
HCT116	3053	0.5604
HCT116	3053	0.5279
HCT116	3053	0.4515
HCT116	3053	0.5661
HCT116	3053	0.2954
HCT116	3053	0.2705
HCT116	3053	0.1063
HCT116	3053	0.5053
HCT116	3053	0.4646
HCT116	3053	0.4334
HCT116	3053	0.5599
HCT116	3053	0.5631
HCT116	3053	0.5336
HCT116	3053	0.4362
HCT116	3053	0.4648
HCT116	3053	0.5216
HCT116	3053	0.5829
HCT116	3053	0.6302
HCT116	3061	0.8841
HCT116	3061	0.9234
HCT116	3069	0.9805
HCT116	3069	0.9656
HCT116	3088	0.9717
HCT116	3088	0.9766
HCT116	3088	0.971
HCT116	3088	0.9868
HCT116	3088	0.9805
HCT116	3088	0.9837
HCT116	3088	0.9775
HCT116	3088	0.9642
HCT116	3088	0.9740000000000001
HCT116	3088	0.9855
HCT116	3088	0.9808
HCT116	3088	0.9888
HCT116	3088	0.9776
HCT116	3088	0.9773
HCT116	3088	0.9935
HCT116	3088	0.9772
HCT116	3088	0.9759
HCT116	3088	0.9935
HCT116	3088	0.9774
HCT116	3088	0.9819
HCT116	3088	0.9916
HCT116	3088	0.9898
HCT116	3088	0.9944
HCT116	3088	0.9699
HCT116	3088	0.9941
HCT116	3088	0.982
HCT116	3088	0.9845
HCT116	3088	0.9733
HCT116	3088	0.9822
HCT116	3088	0.982
HCT116	3088	0.9905
HCT116	3088	0.9849
HCT116	3088	0.9772
HCT116	3088	0.9927
HCT116	3088	0.9758
HCT116	3088	0.9827
HCT116	3088	0.9936
HCT116	3088	0.9814
HCT116	3088	0.9656
HCT116	3088	0.9898
HCT116	3088	0.9948
HCT116	3088	0.9795
HCT116	3088	0.9887
HCT116	3088	0.9792
HCT116	3088	0.971
HCT116	3088	0.9853
HCT116	3088	0.9846
HCT116	3088	0.985
HCT116	3088	0.9721
HCT116	3088	0.9808
HCT116	3088	0.9847
HCT116	3088	0.9787
HCT116	3088	0.9624
HCT116	3088	0.9895
HCT116	3088	0.9807
HCT116	3088	0.9818
HCT116	3088	0.9738
HCT116	3088	0.9657
HCT116	3088	0.9296
HCT116	3088	0.9033
HCT116	3088	0.9432
HCT116	3088	0.9043
HCT116	3088	0.9869
HCT116	3088	0.9574
HCT116	3088	0.9974
HCT116	3088	0.986
HCT116	3088	0.9581
HCT116	3088	0.9644
HCT116	3088	0.9845
HCT116	3088	0.9906
HCT116	3088	0.9853
HCT116	3088	0.9667
HCT116	3088	0.9959
HCT116	3088	0.9775
HCT116	3088	0.9539
HCT116	3088	0.9775
HCT116	3088	0.9833
HCT116	3088	0.9845
HCT116	3088	0.9542
HCT116	3088	0.9890000000000001
HCT116	3088	0.9501
HCT116	3088	0.9732
HCT116	3088	0.9473
HCT116	3088	0.9704
HCT116	3088	0.9804
HCT116	3088	0.9914
HCT116	3088	0.9702
HCT116	3088	0.9752
HCT116	3088	0.9865
HCT116	3088	0.9837
HCT116	3088	0.9963
HCT116	3088	0.98
HCT116	3088	0.9933
HCT116	3088	0.9716
HCT116	3088	0.9485
HCT116	3088	0.9892
HCT116	3088	0.9836
HCT116	3088	0.9789
HCT116	3088	0.9938
HCT116	3088	0.9837
HCT116	3088	0.9948
HCT116	3088	1.0
HCT116	3088	0.9907
HCT116	3088	0.9789
HCT116	3088	0.9802
HCT116	3088	0.9935
HCT116	3088	0.9937
HCT116	3088	0.9620000000000001
HCT116	3088	0.9728
HCT116	3088	0.9811
HCT116	3088	0.9867
HCT116	3088	0.9785
HCT116	3088	0.9638
HCT116	3088	0.9899
HCT116	3088	0.983
HCT116	3088	0.9972
HCT116	3088	0.9892
HCT116	3088	0.9416
HCT116	3088	0.9665
HCT116	3090	0.6659
HCT116	312887	0.9554
HCT116	312887	0.9735
HCT116	312887	0.9664
HCT116	312887	0.9625
HCT116	312887	0.9658
HCT116	312887	0.9429
HCT116	312887	0.9429
HCT116	312887	0.9564
HCT116	312887	0.9562
HCT116	312887	0.951
HCT116	312887	0.9456
HCT116	312887	0.9296
HCT116	312887	0.9193
HCT116	312887	0.9436
HCT116	312887	0.9375
HCT116	315851	0.9895
HCT116	317629	0.9245
HCT116	32065	0.9926
HCT116	32065	1.0
HCT116	32065	0.9999
HCT116	32065	1.0
HCT116	32065	0.9999
HCT116	32065	0.992
HCT116	32065	0.9969
HCT116	32065	0.9937
HCT116	32065	0.9999
HCT116	32065	1.0
HCT116	32065	0.9965
HCT116	32065	1.0
HCT116	32065	0.9958
HCT116	32065	1.0
HCT116	32065	0.9999
HCT116	32065	0.9903
HCT116	32065	1.0
HCT116	32065	1.0
HCT116	32065	0.9976
HCT116	32065	0.9966
HCT116	32065	1.0
HCT116	32065	0.9849
HCT116	32065	0.9942
HCT116	32065	0.9963
HCT116	32065	1.0
HCT116	32065	1.0
HCT116	32065	0.9965
HCT116	32065	1.0
HCT116	32065	0.9972
HCT116	32065	0.9999
HCT116	32065	0.9999
HCT116	32065	1.0
HCT116	32065	1.0
HCT116	32065	0.9999
HCT116	32065	0.9972
HCT116	32065	0.9985
HCT116	32065	1.0
HCT116	32065	0.9999
HCT116	32065	1.0
HCT116	32065	0.9999
HCT116	32065	0.9962
HCT116	32065	1.0
HCT116	32065	0.9999
HCT116	32065	1.0
HCT116	32065	1.0
HCT116	321521	0.7654
HCT116	321521	0.7117
HCT116	32982	0.8357
HCT116	32982	0.8512
HCT116	33299	0.9895
