CELLNAME	DRUG	AUC
NCIH23	758682	0.8036
NCIH23	758682	0.7636
NCIH23	758706	0.8309
NCIH23	758706	0.8298
NCIH23	758774	0.7942
NCIH23	758774	0.8021
NCIH23	758896	0.8712
NCIH23	758896	0.8643
NCIH23	759155	0.618
NCIH23	759155	0.6259
NCIH23	759169	0.818
NCIH23	759174	0.6398
NCIH23	759174	0.674
NCIH23	759178	0.8501
NCIH23	759178	0.7865
NCIH23	759195	0.6994
NCIH23	759195	0.6915
NCIH23	759224	0.9462
NCIH23	759228	0.8476
NCIH23	759263	0.644
NCIH23	759263	0.6225
NCIH23	759274	0.8098
NCIH23	759274	0.7464
NCIH23	759560	0.8354
NCIH23	759614	0.8733
NCIH23	759817	0.7808
NCIH23	759817	0.7651
NCIH23	759850	0.7197
NCIH23	759850	0.5747
NCIH23	759852	0.8265
NCIH23	759852	0.8488
NCIH23	759856	0.8271
NCIH23	759856	0.8432
NCIH23	759857	0.7443
NCIH23	759857	0.7501
NCIH23	759877	0.8349
NCIH23	759877	0.7902
NCIH23	759878	0.8188
NCIH23	759878	0.7929
NCIH23	760057	0.8329
NCIH23	760057	0.8189
NCIH23	760087	0.7124
NCIH23	760087	0.7262
NCIH23	760443	0.8016
NCIH23	760443	0.7648
NCIH23	760764	0.7285
NCIH23	761068	0.8516
NCIH23	761190	0.581
NCIH23	761190	0.6326
NCIH23	761191	0.8257
NCIH23	761191	0.8381
NCIH23	761385	0.8663
NCIH23	761388	0.9913
NCIH23	761389	0.8908
NCIH23	761431	0.8697
NCIH23	761431	0.8891
NCIH23	761432	0.7009
NCIH23	761432	0.6562
NCIH23	761910	0.9108
NCIH23	761910	0.8755
NCIH23	761910	0.9166
NCIH23	762	0.8196
NCIH23	762	0.6166
NCIH23	762	0.8614
NCIH23	762	0.8517
NCIH23	762	0.8286
NCIH23	762	0.7871
NCIH23	762	0.685
NCIH23	762	0.7219
NCIH23	762	0.8215
NCIH23	762	0.7572
NCIH23	762	0.8413
NCIH23	762	0.7822
NCIH23	762	0.8436
NCIH23	762	0.7914
NCIH23	762	0.8464
NCIH23	762	0.838
NCIH23	762	0.7929999999999999
NCIH23	762	0.8059
NCIH23	762	0.8056
NCIH23	762	0.83
NCIH23	762	0.804
NCIH23	762	0.8433
NCIH23	762	0.8037
NCIH23	762	0.8156
NCIH23	762	0.8290000000000001
NCIH23	762	0.8218
NCIH23	762	0.8009999999999999
NCIH23	762	0.7627
NCIH23	762	0.7822
NCIH23	762	0.8132
NCIH23	762	0.7485
NCIH23	762	0.7609
NCIH23	762	0.8155
NCIH23	762	0.767
NCIH23	762	0.745
NCIH23	762	0.8351
NCIH23	762	0.8314
NCIH23	762	0.7504
NCIH23	762	0.7763
NCIH23	762	0.8126
NCIH23	762	0.7627
NCIH23	762	0.8137
NCIH23	762	0.7988
NCIH23	762	0.7991
NCIH23	762	0.7428
NCIH23	762	0.7925
NCIH23	762	0.7904
NCIH23	762	0.8905
NCIH23	762	0.8024
NCIH23	762	0.8614
NCIH23	762523	0.8423
NCIH23	763371	0.9276
NCIH23	763932	0.7959
NCIH23	764040	0.8681
NCIH23	764040	0.8374
NCIH23	764042	0.7705
NCIH23	764042	0.7829999999999999
NCIH23	764134	0.8755
NCIH23	764134	0.9339
NCIH23	764487	0.8564
NCIH23	764487	0.8852
NCIH23	764581	0.9309999999999999
NCIH23	764581	0.9281
NCIH23	764778	0.8454
NCIH23	764821	0.8163
NCIH23	764821	0.8817
NCIH23	765396	0.8735
NCIH23	765396	0.9062
NCIH23	765694	0.8432
NCIH23	765694	0.8745
NCIH23	765888	0.8541
NCIH23	765888	0.8252
NCIH23	765974	0.9056
NCIH23	765974	0.8717
NCIH23	766118	0.9323
NCIH23	766270	0.8412
NCIH23	766270	0.8705
NCIH23	766907	0.6855
NCIH23	766907	0.6984
NCIH23	767125	0.8842
NCIH23	767125	0.9327
NCIH23	767125	0.9134
NCIH23	767600	0.82
NCIH23	768068	0.5908
NCIH23	768068	0.7536
NCIH23	768069	0.7964
NCIH23	768069	0.8071
NCIH23	768073	0.7883
NCIH23	768073	0.8273
NCIH23	77213	0.9962
NCIH23	77213	0.9951
NCIH23	77213	0.9975
NCIH23	77213	0.9963
NCIH23	77213	1.0
NCIH23	77213	0.9968
NCIH23	77213	0.9652
NCIH23	77213	0.9957
NCIH23	77213	0.9939
NCIH23	77213	0.9508
NCIH23	77213	0.9740000000000001
NCIH23	77213	1.0
NCIH23	77213	1.0
NCIH23	77213	1.0
NCIH23	77213	0.9769
NCIH23	77213	1.0
NCIH23	77213	0.985
NCIH23	77213	0.9917
NCIH23	77213	0.9771
NCIH23	77213	0.9928
NCIH23	77213	0.9519
NCIH23	77213	0.9934
NCIH23	77213	1.0
NCIH23	77213	1.0
NCIH23	77213	0.9999
NCIH23	77213	1.0
NCIH23	77213	1.0
NCIH23	77213	1.0
NCIH23	77213	0.9986
NCIH23	77213	1.0
NCIH23	77213	0.9993
NCIH23	77213	0.9831
NCIH23	77213	0.9836
NCIH23	77213	0.995
NCIH23	77213	0.9843
NCIH23	77213	0.9976
NCIH23	77213	1.0
NCIH23	77213	1.0
NCIH23	77213	0.996
NCIH23	77213	0.9804
NCIH23	77213	1.0
NCIH23	77213	0.9929
NCIH23	77213	0.9838
NCIH23	77213	0.9991
NCIH23	772469	0.9582
NCIH23	773149	0.9990000000000001
NCIH23	774769	0.7607
NCIH23	774769	0.7559
NCIH23	775351	0.9994
NCIH23	77541	0.977
NCIH23	775772	0.9740000000000001
NCIH23	776422	0.7667
NCIH23	776422	0.7616
NCIH23	777109	0.9766
NCIH23	777193	0.7484
NCIH23	777193	0.7493
NCIH23	777878	0.9064
NCIH23	778304	0.9256
NCIH23	778304	0.9147
NCIH23	778590	0.695
NCIH23	778590	0.6788
NCIH23	778909	0.9027
NCIH23	779217	0.8627
NCIH23	779217	0.8552
NCIH23	779405	0.8646
NCIH23	779405	0.8942
NCIH23	780108	0.9504
NCIH23	780108	0.9473
NCIH23	780203	0.7434
NCIH23	781556	0.8709
NCIH23	78206	0.9547
NCIH23	782351	0.9654
NCIH23	785497	0.9543
NCIH23	785570	0.9755
NCIH23	787457	0.8441
NCIH23	787457	0.8321
NCIH23	787846	0.8126
NCIH23	787846	0.8523
NCIH23	788120	0.9353
NCIH23	788948	0.9642
NCIH23	789102	0.9565
NCIH23	789300	0.8966
NCIH23	789925	0.91
NCIH23	79037	0.9857
NCIH23	79037	0.9690000000000001
NCIH23	79037	0.9841
NCIH23	79037	0.978
NCIH23	79037	0.9982
NCIH23	79037	0.9662
NCIH23	79037	0.9982
NCIH23	79037	0.9740000000000001
NCIH23	79037	0.9713
NCIH23	79037	0.9746
NCIH23	79037	0.9784
NCIH23	79037	0.9855
NCIH23	79037	0.9759
NCIH23	79037	0.9690000000000001
NCIH23	79037	0.9847
NCIH23	79037	0.9866
NCIH23	79037	0.978
NCIH23	79037	0.9772
NCIH23	79037	0.9931
NCIH23	79037	0.9803
NCIH23	79037	0.9924
NCIH23	79037	0.9916
NCIH23	79037	0.9927
NCIH23	79037	0.9995
NCIH23	79037	0.9775
NCIH23	79037	0.9816
NCIH23	79037	0.9844
NCIH23	79037	0.9866
NCIH23	79037	0.9824
NCIH23	79037	0.9754
NCIH23	79037	0.9811
NCIH23	79037	0.9887
NCIH23	79037	0.98
NCIH23	79037	0.9879
NCIH23	79037	0.9846
NCIH23	79037	0.9929
NCIH23	79037	0.9812
NCIH23	79037	0.9948
NCIH23	79037	0.9723
NCIH23	79037	0.9725
NCIH23	79037	0.9834
NCIH23	79037	0.9772
NCIH23	79037	0.9797
NCIH23	79037	0.9858
NCIH23	79037	0.9764
NCIH23	79037	0.9917
NCIH23	79037	0.9872
NCIH23	79037	1.0
NCIH23	79037	0.9704
NCIH23	79037	0.8919
NCIH23	79269	0.9768
NCIH23	79389	0.9874
NCIH23	8096	0.9783
NCIH23	80998	0.8049
NCIH23	80998	0.8128
NCIH23	82151	0.6435
NCIH23	82151	0.6242
NCIH23	82151	0.5825
NCIH23	82151	0.5498
NCIH23	82151	0.6708
NCIH23	82151	0.5701
NCIH23	82151	0.5956
NCIH23	82151	0.3867
NCIH23	82151	0.6137
NCIH23	82151	0.5827
NCIH23	82151	0.5761
NCIH23	82151	0.5429999999999999
NCIH23	82151	0.6204
NCIH23	82151	0.5154
NCIH23	82151	0.6604
NCIH23	82151	0.6251
NCIH23	82151	0.6112
NCIH23	82151	0.6343
NCIH23	82151	0.5644
NCIH23	82151	0.5555
NCIH23	82151	0.589
NCIH23	82151	0.664
NCIH23	82151	0.523
NCIH23	82151	0.6498
NCIH23	82151	0.9928
NCIH23	82151	0.5263
NCIH23	82151	0.5827
NCIH23	82151	0.6047
NCIH23	82151	0.6226
NCIH23	82151	0.5388
NCIH23	82151	0.5975
NCIH23	82151	0.6085
NCIH23	82151	0.5444
NCIH23	82151	0.6383
NCIH23	82151	0.5738
NCIH23	82151	0.4263
NCIH23	82151	0.5345
NCIH23	82151	0.7481
NCIH23	82151	0.5582
NCIH23	82151	0.5664
NCIH23	82151	0.56
NCIH23	82151	0.5644
NCIH23	82151	0.5851
NCIH23	82151	0.5556
NCIH23	82151	0.639
NCIH23	82151	0.5254
NCIH23	82151	0.6609
NCIH23	82151	0.5698
NCIH23	82151	0.5174
NCIH23	82151	0.5331
NCIH23	82151	0.6105
NCIH23	82151	0.6407
NCIH23	82151	0.5785
NCIH23	82151	0.674
NCIH23	82151	0.614
NCIH23	82151	0.5447
NCIH23	82151	0.5660000000000001
NCIH23	82151	0.5777
NCIH23	82151	0.5672
NCIH23	82151	0.5637
NCIH23	82151	0.5909
NCIH23	82151	0.6551
NCIH23	82151	0.6276
NCIH23	82151	0.5403
NCIH23	82151	0.6334
NCIH23	82151	0.5997
NCIH23	82151	0.5657
NCIH23	82151	0.6086
NCIH23	82151	0.5710000000000001
NCIH23	82151	0.6526
NCIH23	82151	0.5614
NCIH23	82151	0.5257
NCIH23	82151	0.6687
NCIH23	82151	0.7413
NCIH23	82151	0.6744
NCIH23	82151	0.6541
NCIH23	82151	0.7073
NCIH23	82151	0.5793
NCIH23	82151	0.6394
NCIH23	82151	0.5226
NCIH23	82151	0.6131
NCIH23	82151	0.6677
NCIH23	82151	0.555
NCIH23	82151	0.5273
NCIH23	82151	0.6909
NCIH23	82151	0.5698
NCIH23	82151	0.5838
NCIH23	82151	0.6366
NCIH23	82151	0.7390000000000001
NCIH23	82151	0.5911
NCIH23	82151	0.6404
NCIH23	82151	0.5315
NCIH23	82151	0.6171
NCIH23	82151	0.6228
NCIH23	82151	0.5506
NCIH23	82151	0.588
NCIH23	82151	0.5398
NCIH23	82151	0.6651
NCIH23	82151	0.4845
NCIH23	82151	0.6649
NCIH23	82151	0.565
NCIH23	82151	0.5335
NCIH23	82151	0.6318
NCIH23	82151	0.5758
NCIH23	82151	0.494
NCIH23	82151	0.5736
NCIH23	82151	0.7078
NCIH23	82151	0.6656
NCIH23	82151	0.5526
NCIH23	82151	0.5721
NCIH23	82151	0.6318
NCIH23	82151	0.5458
NCIH23	82151	0.6273
NCIH23	82151	0.6919
NCIH23	82151	0.6213
NCIH23	82151	0.5498
NCIH23	82151	0.6838
NCIH23	82151	0.7361
NCIH23	82151	0.6039
NCIH23	82151	0.5956
NCIH23	82151	0.6309
NCIH23	82174	0.9576
NCIH23	83142	0.514
NCIH23	83142	0.6474
NCIH23	85442	0.9012
NCIH23	85442	0.8490000000000001
NCIH23	85998	1.0
NCIH23	85998	1.0
NCIH23	85998	1.0
NCIH23	85998	1.0
NCIH23	85998	1.0
NCIH23	85998	1.0
NCIH23	85998	1.0
NCIH23	85998	0.9404
NCIH23	85998	0.9572
NCIH23	85998	0.9929
NCIH23	85998	1.0
NCIH23	85998	0.966
NCIH23	85998	0.9977
NCIH23	85998	0.9723
NCIH23	85998	1.0
NCIH23	85998	0.9999
NCIH23	85998	0.9999
NCIH23	85998	1.0
NCIH23	85998	0.9817
NCIH23	85998	0.9988
NCIH23	85998	0.9951
NCIH23	85998	1.0
NCIH23	85998	1.0
NCIH23	85998	0.9846
NCIH23	85998	0.6436
NCIH23	85998	0.9935
NCIH23	85998	0.9905
NCIH23	85998	0.9835
NCIH23	85998	1.0
NCIH23	85998	0.9777
NCIH23	85998	0.9863
NCIH23	85998	0.9875
NCIH23	85998	1.0
NCIH23	85998	0.9968
NCIH23	85998	0.9942
NCIH23	85998	0.9981
NCIH23	85998	1.0
NCIH23	85998	1.0
NCIH23	85998	0.9914
NCIH23	85998	0.9935
NCIH23	85998	1.0
NCIH23	85998	0.9921
NCIH23	85998	0.9698
NCIH23	85998	0.9937
NCIH23	85998	0.9988
NCIH23	85998	0.94
NCIH23	85998	0.9359999999999999
NCIH23	85998	0.981
NCIH23	8806	0.9392
NCIH23	8806	0.9451
NCIH23	8806	0.9279999999999999
NCIH23	8806	0.9297
NCIH23	8806	0.9557
NCIH23	8806	0.9305
NCIH23	8806	0.9767
NCIH23	8806	0.8798
NCIH23	8806	0.9448
NCIH23	8806	0.9424
NCIH23	8806	0.9172
NCIH23	8806	0.9139
NCIH23	8806	0.9413
NCIH23	8806	0.9395
NCIH23	8806	0.9538
NCIH23	8806	0.9548
NCIH23	8806	0.9687
NCIH23	8806	0.9325
NCIH23	8806	0.9156
NCIH23	8806	0.9478
NCIH23	8806	0.9577
NCIH23	8806	0.9895
NCIH23	8806	0.9444
NCIH23	8806	0.9034
NCIH23	8806	0.8621
NCIH23	8806	0.9655
NCIH23	8806	0.943
NCIH23	8806	0.9093
NCIH23	8806	0.9223
NCIH23	8806	0.9425
NCIH23	8806	0.9346
NCIH23	8806	0.9065
NCIH23	8806	0.946
NCIH23	8806	0.9544
NCIH23	8806	0.9363
NCIH23	8806	0.9108
NCIH23	8806	0.9143
NCIH23	8806	0.9229999999999999
NCIH23	8806	0.9511
NCIH23	8806	0.9419
NCIH23	8806	0.9996
NCIH23	8806	0.9542
NCIH23	8806	0.9214
NCIH23	8806	0.9324
NCIH23	8806	0.9369
NCIH23	8806	0.9431
NCIH23	8806	0.9456
NCIH23	8806	0.9319
NCIH23	88536	0.9889
NCIH23	88536	0.9892
NCIH23	89201	0.8624
NCIH23	89201	0.8441
NCIH23	89201	0.8216
NCIH23	89201	0.3862
NCIH23	89201	0.5388
NCIH23	90636	0.7929
NCIH23	90636	0.741
NCIH23	92339	0.9179
NCIH23	92339	0.9759
NCIH23	92859	0.9841
NCIH23	92859	0.9892
NCIH23	92859	0.7902
NCIH23	92859	0.8481
NCIH23	92859	0.8779
NCIH23	93819	1.0
NCIH23	93819	1.0
NCIH23	94600	0.2494
NCIH23	94600	0.3986
NCIH23	94600	0.6029
NCIH23	94600	0.5703
NCIH23	94600	0.6658
NCIH23	94600	0.6373
NCIH23	95100	0.5332
NCIH23	9706	0.8359
NCIH23	9706	0.855
NCIH23	9706	0.8538
NCIH23	9706	0.8591
NCIH23	9706	0.8978
NCIH23	9706	0.8535
NCIH23	9706	0.8733
NCIH23	9706	0.7527
NCIH23	9706	0.847
NCIH23	9706	0.8801
NCIH23	9706	0.7883
NCIH23	9706	0.8561
NCIH23	9706	0.8447
NCIH23	9706	0.9078
NCIH23	9706	0.835
NCIH23	9706	0.8445
NCIH23	9706	0.8729
NCIH23	9706	0.8994
NCIH23	9706	0.8395
NCIH23	9706	0.888
NCIH23	9706	0.8744
NCIH23	9706	0.8729
NCIH23	9706	0.9265
NCIH23	9706	0.7569
NCIH23	9706	0.8636
NCIH23	9706	0.8593
NCIH23	9706	0.8895
NCIH23	9706	0.865
NCIH23	9706	0.8318
NCIH23	9706	0.7879
NCIH23	9706	0.8607
NCIH23	9706	0.8347
NCIH23	9706	0.8453
NCIH23	9706	0.8229
NCIH23	9706	0.8719
NCIH23	9706	0.8402
NCIH23	9706	0.8736
NCIH23	9706	0.8529
NCIH23	9706	0.8029999999999999
NCIH23	9706	0.8152
NCIH23	9706	0.8347
NCIH23	9706	0.8226
NCIH23	9706	0.8395
NCIH23	9706	0.7369
NCIH23	9706	0.843
NCIH23	9706	0.8429
NCIH23	9706	0.8724
NCIH23	9706	0.8324
NCIH23	9706	0.8302
NCIH23	9706	0.7811
NCIH23	9706	0.8098
NCIH23	9706	0.8068
NCIH23	9706	0.8161
NCIH23	9706	0.7985
NCIH23	9706	0.8328
NCIH23	9706	0.8211
NCIH23	9706	0.8125
NCIH23	9706	0.875
NCIH23	9706	0.7971
NCIH23	9706	0.8159
NCIH23	9706	0.8794
NCIH23	9706	0.858
NCIH23	9706	0.778
NCIH23	9706	0.8536
NCIH23	9706	0.8348
NCIH23	9706	0.7851
NCIH23	9706	0.821
NCIH23	9706	0.8384
NCIH23	9706	0.8383
NCIH23	9706	0.8636
NCIH23	9706	0.8019
NCIH23	9706	0.8544
NCIH23	9706	0.8192
NCIH23	9706	0.9011
NCIH23	9706	0.8264
NCIH23	9706	0.8947
NCIH23	9706	0.8334
NCIH23	9706	0.8888
NCIH23	9706	0.8101
NCIH23	9706	0.8465
NCIH23	9706	0.8392
NCIH23	9706	0.8170000000000001
NCIH23	9706	0.8233
NCIH23	9706	0.8881
NCIH23	9706	0.8475
NCIH23	9706	0.8567
NCIH23	9706	0.8683
NCIH23	9706	0.8838
NCIH23	9706	0.8622
NCIH23	9706	0.8629
NCIH23	9706	0.9014
NCIH23	9706	0.8916
NCIH23	9706	0.8531
NCIH23	9706	0.8522
NCIH23	9706	0.8211
NCIH23	9706	0.821
NCIH23	9706	0.879
NCIH23	9706	0.8516
NCIH23	9706	0.8876
NCIH23	9706	0.8804
NCIH23	9706	0.856
NCIH23	9706	0.8525
NCIH23	9706	0.7682
NCIH23	9706	0.8134
NCIH23	9706	0.8422
NCIH23	9706	0.9167
NCIH23	9706	0.5957
NCIH23	9706	0.8396
NCIH23	9706	0.8959999999999999
NCIH23	9706	0.8848
NCIH23	9706	0.855
NCIH23	9706	0.8359
NCIH23	9706	0.8881
NCIH23	9706	0.8982
NCIH23	9706	0.79
NCIH23	9706	0.9308
NCIH23	9706	0.9112
NCIH23	9706	0.8575
NCIH23	9706	0.8370000000000001
NCIH23	9706	0.8692
NCIH23	9896	0.9982
NCIH322M	10023	0.9574
NCIH322M	100880	0.9203
NCIH322M	100880	0.7326
NCIH322M	100880	0.7527
NCIH322M	100880	0.6346
NCIH322M	100880	0.7816
NCIH322M	100880	0.7155
NCIH322M	100880	0.7718
NCIH322M	102816	0.8239
NCIH322M	102816	0.7686
NCIH322M	102816	0.7573
NCIH322M	102816	0.8034
NCIH322M	102816	0.8702
NCIH322M	102816	0.7509
NCIH322M	102816	0.7403
NCIH322M	102816	0.898
NCIH322M	102816	0.8373
NCIH322M	102816	0.8886
NCIH322M	102816	0.7575
NCIH322M	102816	0.6789
NCIH322M	102816	0.823
NCIH322M	102816	0.7859
NCIH322M	102816	0.8074
NCIH322M	103805	0.9334
NCIH322M	105014	0.8933
NCIH322M	105014	0.8857
NCIH322M	105014	0.9517
NCIH322M	105014	0.9352
NCIH322M	105823	0.9564
NCIH322M	109500	0.958
NCIH322M	109500	0.9813
NCIH322M	109724	1.0
NCIH322M	109724	0.9851
NCIH322M	109724	0.9862
NCIH322M	109724	0.9713
NCIH322M	109724	0.9611
NCIH322M	109724	1.0
NCIH322M	109724	0.9988
NCIH322M	109724	0.9814
NCIH322M	109724	1.0
NCIH322M	109724	0.9761
NCIH322M	109724	1.0
NCIH322M	109724	0.9773
NCIH322M	109724	0.9998
NCIH322M	109724	0.9988
NCIH322M	109724	0.9888
NCIH322M	109724	0.998
NCIH322M	109724	0.9998
NCIH322M	109724	0.9987
NCIH322M	109724	1.0
NCIH322M	109724	0.8754
NCIH322M	109724	1.0
NCIH322M	109724	0.9906
NCIH322M	109724	0.9959
NCIH322M	109724	0.983
NCIH322M	109724	0.9879
NCIH322M	109724	0.9883
NCIH322M	109724	1.0
NCIH322M	109724	0.9641
NCIH322M	109724	1.0
NCIH322M	109724	0.9827
NCIH322M	109724	0.9787
NCIH322M	109724	0.9896
NCIH322M	109724	0.9988
NCIH322M	109724	1.0
NCIH322M	109724	0.9943
NCIH322M	109724	1.0
NCIH322M	109724	0.9928
NCIH322M	109724	0.9999
NCIH322M	109724	1.0
NCIH322M	109724	0.9844
NCIH322M	109724	1.0
NCIH322M	109724	0.9959
NCIH322M	10973	0.9886
NCIH322M	109929	0.9973
NCIH322M	113891	0.9988
NCIH322M	113926	0.9543
NCIH322M	117186	0.8892
NCIH322M	117186	0.8559
NCIH322M	118218	0.9877
NCIH322M	119875	0.8876
NCIH322M	119875	0.9374
NCIH322M	119875	0.9567
NCIH322M	119875	0.9319
NCIH322M	119875	0.9361
NCIH322M	119875	0.9008
NCIH322M	119875	0.9006
NCIH322M	119875	0.9483
NCIH322M	119875	0.9038
NCIH322M	119875	0.9085
NCIH322M	119875	0.9159
NCIH322M	119875	0.9156
NCIH322M	119875	0.9148
NCIH322M	119875	0.9084
NCIH322M	119875	0.9046
NCIH322M	119875	0.8816
NCIH322M	119875	0.888
NCIH322M	119875	0.9004
NCIH322M	119875	0.9159
NCIH322M	119875	0.8984
NCIH322M	119875	0.909
NCIH322M	119875	0.9254
NCIH322M	119875	0.8996
NCIH322M	119875	0.9199
NCIH322M	119875	0.8758
NCIH322M	119875	0.9089
NCIH322M	119875	0.8846
NCIH322M	119875	0.897
NCIH322M	119875	0.8533
NCIH322M	119875	0.9149
NCIH322M	119875	0.8718
NCIH322M	119875	0.8981
NCIH322M	119875	0.8943
NCIH322M	119875	0.9164
NCIH322M	119875	0.8915
NCIH322M	119875	0.8878
NCIH322M	119875	0.8736
NCIH322M	119875	0.9249
NCIH322M	119875	0.8781
NCIH322M	119875	0.8905
NCIH322M	119875	0.9052
NCIH322M	119875	0.8793
NCIH322M	119875	0.9035
NCIH322M	119875	0.8863
NCIH322M	119875	0.8757
NCIH322M	119875	0.7935
NCIH322M	119875	0.7823
NCIH322M	119875	0.8157
NCIH322M	119875	0.9101
NCIH322M	119875	0.9035
NCIH322M	119875	0.8865
NCIH322M	119875	0.9044
NCIH322M	119875	0.9162
NCIH322M	119875	0.8654
NCIH322M	119875	0.8554
NCIH322M	119875	0.8975
NCIH322M	119875	0.914
NCIH322M	119875	0.6903
NCIH322M	119875	0.8155
NCIH322M	119875	0.7526
NCIH322M	119875	0.7453
NCIH322M	119875	0.8154
NCIH322M	119875	0.7278
NCIH322M	119875	0.7829
NCIH322M	119875	0.685
NCIH322M	119875	0.9179
NCIH322M	119875	0.8961
NCIH322M	119875	0.92
NCIH322M	119875	0.9077
NCIH322M	119875	0.877
NCIH322M	119875	0.8832
NCIH322M	119875	0.8922
NCIH322M	119875	0.8723
NCIH322M	119875	0.7195
NCIH322M	119875	0.8054
NCIH322M	119875	0.8407
NCIH322M	119875	0.8376
NCIH322M	119875	0.9299
NCIH322M	119875	0.7490000000000001
NCIH322M	119875	0.9152
NCIH322M	119875	0.9019
NCIH322M	119875	0.9087
NCIH322M	119875	0.899
NCIH322M	119875	0.9552
NCIH322M	119875	0.9172
NCIH322M	119875	0.8766
NCIH322M	119875	0.8817
NCIH322M	119875	0.9687
NCIH322M	119875	0.8996
NCIH322M	119875	0.9649
NCIH322M	119875	0.8844
NCIH322M	119875	0.9309
NCIH322M	119875	0.8926
NCIH322M	119875	0.8157
NCIH322M	119875	0.8151
NCIH322M	119875	0.7919
NCIH322M	119875	0.6524
NCIH322M	119875	0.922
NCIH322M	119875	0.8037
NCIH322M	119875	0.7263
NCIH322M	119875	0.9095
NCIH322M	119875	0.8975
NCIH322M	119875	0.8976
NCIH322M	119875	0.9513
NCIH322M	119875	0.8809
NCIH322M	119875	0.9056
NCIH322M	119875	0.8484
NCIH322M	119875	0.8869
NCIH322M	119875	0.9532
NCIH322M	119875	0.9419
NCIH322M	119875	0.8773
NCIH322M	119875	0.9161
NCIH322M	119875	0.9464
NCIH322M	119875	0.9729
NCIH322M	119875	0.9039
NCIH322M	119875	0.915
NCIH322M	119875	0.9156
NCIH322M	119875	0.9051
NCIH322M	12198	0.9723
NCIH322M	12198	0.9841
NCIH322M	122758	0.9996
NCIH322M	122758	0.9999
NCIH322M	122758	0.996
NCIH322M	122758	0.9877
NCIH322M	122819	0.7567
NCIH322M	122819	0.8341
NCIH322M	122819	0.8633
NCIH322M	122819	0.8370000000000001
NCIH322M	122819	0.8671
NCIH322M	122819	0.8708
NCIH322M	122819	0.8602
NCIH322M	122819	0.8634
NCIH322M	122819	0.8654
NCIH322M	124463	0.9796
NCIH322M	124463	0.9992
NCIH322M	125066	0.9236
NCIH322M	125066	0.9303
NCIH322M	125066	0.9654
NCIH322M	125066	0.8734
NCIH322M	125066	0.9339
NCIH322M	125066	0.9147
NCIH322M	125066	0.9032
NCIH322M	125066	0.9308
NCIH322M	125066	0.9073
NCIH322M	125066	0.9153
NCIH322M	125066	0.9266
NCIH322M	125066	0.9259
NCIH322M	125066	0.9149
NCIH322M	125066	0.9223
NCIH322M	125066	0.9348
NCIH322M	125066	0.9222
NCIH322M	125066	0.9475
NCIH322M	125066	0.9173
NCIH322M	125066	0.8619
NCIH322M	125066	0.9637
NCIH322M	125066	0.9291
NCIH322M	125066	0.9083
NCIH322M	125066	0.9638
NCIH322M	125066	0.9436
NCIH322M	125066	0.9138
NCIH322M	125066	0.9331
NCIH322M	125066	0.9297
NCIH322M	125066	0.9148
NCIH322M	125066	0.9228
NCIH322M	125066	0.9559
NCIH322M	125066	0.9236
NCIH322M	125066	0.9242
NCIH322M	125066	0.8627
NCIH322M	125066	0.9357
NCIH322M	125066	0.9309
NCIH322M	125066	0.9229999999999999
NCIH322M	125066	0.9251
NCIH322M	125066	0.9152
NCIH322M	125066	0.915
NCIH322M	125066	0.9012
NCIH322M	125066	0.9202
NCIH322M	125066	0.9542
NCIH322M	125066	0.9341
NCIH322M	125066	0.9488
NCIH322M	125066	0.9375
NCIH322M	125066	0.9555
NCIH322M	125066	0.9229999999999999
NCIH322M	125066	0.9164
NCIH322M	125066	0.9272
NCIH322M	125066	0.9431
NCIH322M	125066	0.9243
NCIH322M	125066	0.8808
NCIH322M	125066	0.9398
NCIH322M	125066	0.9348
NCIH322M	125066	0.9426
NCIH322M	125066	0.9013
NCIH322M	125066	0.9428
NCIH322M	125066	0.8807
NCIH322M	125066	0.9362
NCIH322M	125066	0.9163
NCIH322M	125066	0.9417
NCIH322M	125066	0.9259999999999999
NCIH322M	125066	0.9505
NCIH322M	125066	0.968
NCIH322M	125066	0.9113
NCIH322M	125066	0.9338
NCIH322M	125066	0.9206
NCIH322M	125066	0.9001
NCIH322M	125066	0.9434
NCIH322M	125066	0.877
NCIH322M	125066	0.9594
NCIH322M	125066	0.8433
NCIH322M	125066	0.9359999999999999
NCIH322M	125066	0.8972
NCIH322M	125066	0.9178
NCIH322M	125066	0.8995
NCIH322M	125066	0.9497
NCIH322M	125066	0.9013
NCIH322M	125066	0.9322
NCIH322M	125066	0.9367
NCIH322M	125066	0.9481
NCIH322M	125066	0.8643
NCIH322M	125066	0.9418
NCIH322M	125066	0.6686
NCIH322M	125066	0.8074
NCIH322M	125066	0.9208
NCIH322M	125066	0.9375
NCIH322M	125066	0.9332
NCIH322M	125066	0.9442
NCIH322M	125066	0.9245
NCIH322M	125066	0.865
NCIH322M	125066	0.9568
NCIH322M	125066	0.9267
NCIH322M	125066	0.8829
NCIH322M	125066	0.9378
NCIH322M	125066	0.9029
NCIH322M	125066	0.9248
NCIH322M	125066	0.9168
NCIH322M	125066	0.9306
NCIH322M	125066	0.8556
NCIH322M	125066	0.9586
NCIH322M	125066	0.9503
NCIH322M	125066	0.9526
NCIH322M	125066	0.9612
NCIH322M	125066	0.9308
NCIH322M	125066	0.7831
NCIH322M	125066	0.9532
NCIH322M	125066	0.9544
